room_id,room_type,num_objects,mean_pairwise_center_dist,estimated_room_area,bbox_area_ratio,objects_per_area,sample_image,style
00004f89-9aa5-43c2-ae3c-129586be8aaa_LivingDiningRoom-3474,livingroom,8.0,1.3317804336547852,15.950791183835378,1.5165558925684108,0.5015425196028674,,sparse
0003d406-5f27-4bbf-94cd-1cff7c310ba1_LivingRoom-54780,livingroom,7.0,1.3410632811167627,13.485201191850994,0.3130028275836747,0.5190875464453617,,sparse
00110bde-f580-40be-b8bb-88715b338a2a_Bedroom-43072,bedroom,6.0,1.6978740859125068,14.863428882869416,0.1590468791117407,0.40367535965507895,,sparse
00154c06-2ee2-408a-9664-b8fd74742897_DiningRoom-17932,diningroom,6.0,0.7637685751698748,7.421620933979769,1.5550477735148387,0.8084487274914701,,dense
0018b6c8-c3b6-4fb8-a640-4b9b0b763254_MasterBedroom-282636,bedroom,7.0,1.5257280071343335,15.199588361099243,0.3663202574930747,0.4605387878737103,,sparse
0023b7d1-1439-4e5c-9c7b-c34f155ee856_Bedroom-7177,bedroom,4.0,0.9768719116475454,5.940787918170445,0.5808686828981522,0.673311361236383,,neutral
00321452-517d-431b-a21b-f52750684910_MasterBedroom-7594,bedroom,5.0,1.9258707635344596,5.570010963561747,0.40391222496502355,0.8976643013289056,,dense
003ac11d-2abc-44f8-9836-4354e7dfa543_Bedroom-1573,bedroom,8.0,1.610722662626775,17.775426652212214,0.5871170415755794,0.45005952073754424,,sparse
003ac11d-2abc-44f8-9836-4354e7dfa543_LivingRoom-9232,livingroom,10.0,1.7893200438811805,12.995326953406101,0.6643527522517687,0.7695073802955746,,dense
0047c3ab-951b-4182-9082-b9fbf099c142_LivingDiningRoom-2065,livingroom,15.0,2.4178111064658223,29.073986214102067,0.5806387696319825,0.5159251259713533,,sparse
004f900c-468a-4f70-83cc-aa2c98875264_LivingDiningRoom-27430,livingroom,14.0,2.5881469882250654,35.46025543839233,0.5022669736670822,0.39480821068317495,,sparse
004f900c-468a-4f70-83cc-aa2c98875264_SecondBedroom-27399,bedroom,7.0,1.611965259782477,7.878423273641929,0.4671435377642887,0.8885026555274348,,dense
0071fae9-a2ce-481e-8a37-a2d307e1213d_SecondBedroom-199664,bedroom,8.0,1.9047781163708142,10.994868778571673,0.3939596786116412,0.7276121399094376,,neutral
007e1443-462a-4dae-b47c-44cfc6a5a41d_Bedroom-7050,bedroom,7.0,1.9485811261495471,14.104049780316831,0.6444410590739734,0.49631135092624107,,sparse
007e1443-462a-4dae-b47c-44cfc6a5a41d_LivingDiningRoom-268,livingroom,5.0,1.4245493703766,4.896318844190643,0.37717374637346796,1.0211753276509703,,dense
00808820-c206-4cc8-98a5-6b7d2ff364af_MasterBedroom-19148,bedroom,5.0,0.9348212344589332,6.97583390119875,0.5542437841933315,0.7167601853508558,,neutral
00808820-c206-4cc8-98a5-6b7d2ff364af_SecondBedroom-19183,bedroom,4.0,1.7217453482721095,7.585469468035327,0.714662480619066,0.5273239865845798,,sparse
008699e0-8d00-40f3-92b4-72347fa892c1_Bedroom-518,bedroom,5.0,0.8738258361816407,3.0547987224490054,0.7921334034215722,1.636769049055888,,dense
008f0372-b7d0-485f-8d3e-f686dcb68d4f_LivingDiningRoom-1531,livingroom,11.0,2.148677371372751,22.219481043043395,0.6372574485762427,0.49506106729904675,,sparse
008f0372-b7d0-485f-8d3e-f686dcb68d4f_MasterBedroom-820,bedroom,5.0,1.7568715442383134,6.099071828298926,0.4028265675594626,0.8197968708616661,,dense
00ad8345-45e0-45b3-867d-4a3c88c2517a_SecondBedroom-46220,bedroom,7.0,1.9046031531548413,12.772777080454874,0.5221213381865467,0.548040567521649,,neutral
00add26c-7a26-4a61-b192-b97aa493b3f3_LivingRoom-76661,livingroom,7.0,1.2092949845255472,5.924987947275719,0.26982956618771753,1.1814370024530712,,dense
00c0c75e-1c12-46b3-9fc8-0561b1b1b510_LivingDiningRoom-1344,livingroom,10.0,1.4293093716467473,16.108049564070264,0.6703789060282349,0.6208076254188747,,neutral
00c0c75e-1c12-46b3-9fc8-0561b1b1b510_MasterBedroom-649,bedroom,3.0,1.3053678311289545,3.0878581633759223,0.37014434748381403,0.9715472153423433,,dense
00de1e24-ab10-4aef-bb72-130ca18d017c_LivingDiningRoom-17615,livingroom,6.0,0.8455342032809007,8.522220722509607,1.4461421963278034,0.70404184488584,,neutral
